名称,地址,城市,电话
CC电竞馆(鹰潭市美亚汇金广场店),江西省鹰潭市月湖区胜利西路1单元3楼,鹰潭,13870111470
半糖电竞酒店,江西省鹰潭市月湖区交通路25号,鹰潭,
魔方party(体育馆路店),鹰潭市月湖区体育馆路天洁·奥林山水,鹰潭,
外星人网咖(东解放路五道街店),东解放路北五道街鑫动力台球旁,鹤岗,15545916543
宝迪纳网苑娱乐广场,振兴路与向阳路交叉口东40米,鹤岗,
小蜜蜂电竞,鹤岗市萝北县南二道街东明幼儿园西北侧约90米,鹤岗,17614681456
翔宇电竞网咖(松滨大街店),鹤岗市绥滨县粮食路绥滨县第五中学东侧约190米,鹤岗,
小毛驴er网咖,新街基4号比优特北门,鹤岗,0468-3426666/18846863336
九号电竞,鹤岗市工农区新街基步行街鹤岗市红十字医院东北侧约150米,鹤岗,19104686196
依陌网咖(民主街店),解放街道东北亚经济适用楼2号楼(步行街平价裤城对面道口里走100米),鹤岗,0468-8990667
大地网络广场(新兴路店),新兴路17号,鹤岗,
金长城网吧(新兴路店),肛肠医院对面,鹤岗,0468-3528280
黑鲨电子竞技馆,鹤岗市萝北县绥滨路与新华街交叉路口往北约50米,鹤岗,16646815659
鹤壁小虎牙电竞网吧,河南省鹤壁市淇滨区九州路街道黄山路与新闻巷交口卢浮宫南门对面院内,鹤壁,15603922810
北斗电竞,黎阳路与华夏北路交叉口西160米,鹤壁,18103928533
新印象电竞网咖(印象电竞帝王广场店),长风中路街道朝霞街印象新城,鹤壁,13137230002
银河电竞(南关店),鹤壁市浚县黄河路黎龙商务酒店东北侧约50米,鹤壁,13033882304
根据地电竞,河南省鹤壁市淇县中山路240号,鹤壁,
兄弟网吧电竞馆(云梦大道店),河南省鹤壁市淇县022省道选择发型旁,鹤壁,
小博士电竞馆,鹤壁市淇县朝歌路朝歌大市场(王氏珠宝分店)西北侧约60米,鹤壁,
极光电竞馆(黄山路店),九州路街道在水一方西北568号,鹤壁,18839223335
紫水晶网吧(打柴巷店),黎阳路168号,鹤壁,13403928387
爱尚网咖,黄河路与嵩山路交叉口东行100米路北,鹤壁,17739471616
裕隆动漫城(爱之城店),兴鹤大街与鹤煤大道交汇处裕隆·爱之城F6,鹤壁,18639239960
追光电竞,兴鹤大街与淇滨大道交叉口裕隆购物中心A馆2层,鹤壁,17550931688
柏克电竞,鹤壁市南海墅苑小区1号,鹤壁,17534818882
卓越网咖(漫步青云店),天山路豫福超市旁,鹤壁,13939238135/15539293456
文科网吧,华夏南路90号4层,鹤壁,18839227017
情缘网吧(淮河路店),淮河路东段清华园51号楼地下室,鹤壁,17752593212
天路电竞(淇河路店),鹤壁市淇滨区淇河路长城商务酒店(淇河路店)西南侧,鹤壁,
好游戏·新坤网咖,黎阳路370号(鹤立宾馆旁边),鹤壁,13673922722
他她电竞,泰山办事处九州路广场西区步行街名店街A--7号,鹤壁,18903928999
天天电竞,八一路与子罕大街交叉口东北260米二楼,鹤壁,
大玩家(淇滨万达广场店),闽江路万达广场2层东北角2F-B（7号门内左侧扶梯楼上）,鹤壁,0392-3669668
依陌网吧(职业技术学院店),华山路与闽江路交叉口小辛庄社区南门面房,鹤壁,17719293307
雷速网络会所(海河路店),海河路108号,鹤壁,
柒星电竞,鹤壁市淇滨区淇河路长城商务酒店(淇河路店)西南侧,鹤壁,
国王电竞(万达店),祥光路万达广场8号门,鸡西,
大可乐电竞,黑龙江省鸡西市密山市平安路189号,鸡西,13214676661
桔子网咖,永固路新开街旺达员工宿舍楼一号楼一层,鸡西,18904870789
乐旗网咖(密山店),密山镇东安街东方大厦综合楼0-201(鸿星尔克楼上),鸡西,0467-8888999
引力奇点电玩社·PS5·Switch手柄主机游戏馆(万达店),祥光路万达金街6座（万达6号门对面）,鸡西,17666666169
电竞酒店(鸿雁街店),黑龙江省鸡西市中心大街万达公寓D栋十四楼二十一号,鸡西,
乐旗网咖(红军路商业风情街店),红军路街道祥光路141号(原梅多克西餐),鸡西,0467-8933333
犀利熊电竞馆,黑龙江省鸡西市虎林市虎林镇健晟星期天火锅对面,鸡西,18404670234
外星人电竞馆(团开发店),双胜集团开发二号楼0-203室,鸡西,
玉恒网咖(红军路商业风情街店),红军路步行街中北10-3号（1-2门市）,鸡西,18546717758
祥源电竞馆网吧,鸡西市恒山区安全街鸡西市第四中学北侧约220米,鸡西,
自由电竞会馆,鸡西市城子河区政清路荣华家园西北侧约210米,鸡西,
暴雪电竞(祥光路店),黑龙江省鸡西市鸡冠区祥光路清真寺对面,鸡西,
游新电玩馆,黑龙江省鸡西市城子河区城子河街道兴城小区C10号楼16号门市,鸡西,18945840966
青衣电玩社(大商新玛特中心店),中心大街中心塔小区57号,鸡西,
引力奇点手柄主机电玩(丁香公园店),丁香汇广场二楼,鸡西,
哈喽·小方块游艺厅,鸡西市鸡冠区中心大街57号大商新玛特F2,鸡西,
夏钰电玩店(万达广场中心大街店),万达广场F1层,鸡西,18904877330
鸡西RJ707电竞酒店,跃进花园综合住宅楼3-门市-2,鸡西,
汤马熊动漫世界,新玛特（中心店）负一楼,鸡西,
云逸宝摇杆游戏机(万达影城万达店),鸡冠区中心大街路8号万达广场4楼万达影城内大厅前台旁,鸡西,
淘宝网网咖电竞生活馆,台湾省高雄市前镇区民权二路378号,高雄,
大都会网咖至真店,台湾省高雄市左营区至真路230号,高雄,
凤林网电竞馆,台湾省高雄市凤山区中山东路56号,高雄,
大都会网路电竞馆(凤山文滨店),台湾省高雄市凤山区文滨路142号,高雄,
曜越电竞馆,台湾省高雄市新兴区中山一路2号,高雄,
大都会网路电竞馆(高雄三多店),台湾省高雄市前镇区三多三路21号,高雄,
北半球电竞馆,台湾省高雄市楠梓区加昌路725-4号,高雄,
大都会网路电竞馆(高雄十全店),台湾省高雄市三民区十全一路41号,高雄,
台湾网电竞馆,台湾省高雄市左营区裕诚路439号,高雄,
曜越TteSPORTS电竞馆,台湾省高雄市三民区天祥一路102号,高雄,
曜越TteSPORTS电竞馆,台湾省高雄市三民区天祥一路102号,高雄,
堀江电竞馆天祥店 - 网咖,台湾省高雄市三民区天祥一路102号,高雄,
大都会网路电竞馆-(宏平店),台湾省高雄市小港区金府路104号2楼号,高雄,
领航者电竞人文 -(林森店),台湾省高雄市新兴区林森一路267号,高雄,
台湾网电竞馆(右昌店),台湾省高雄市楠梓区右昌街421号1楼,高雄,
大都会网路电竞馆(建工店),台湾省高雄市三民区建工路630号,高雄,
TESL高雄电竞馆,80248台湾高雄市苓雅區海邊路15號第五棟,高雄,+886-7-2693828
北半球电竞馆-楠梓加昌店,811台湾高雄市楠梓區加昌路725-4號,高雄,
北半球电竞馆-凤山旗舰店,830台湾高雄市鳳山區青年路二段255號,高雄,
凤林网电竞馆-附设撞球,2樓, No. 56號中山東路鳳山區高雄市台湾830,高雄,
北半球电竞馆-凤山旗舰店,830台湾高雄市鳳山區青年路二段255號,高雄,
TESL高雄电竞馆,80248台湾高雄市苓雅區海邊路15號第五棟,高雄,+886-7-2693828
3C筆電電競館,807高雄市三民區建國二路109-17號,高雄,
電競館,830台湾高雄市凤山区,高雄,
追光科技-专业电竞主机贩售,813台湾高雄市左營區翠華路603號1樓,高雄,
程发电脑-客制化电竞主机,81306台湾高雄市左營區華夏路588號,高雄,
巧迪兒童成長書桌椅-人體工學椅-電競桌椅【左營門市】,813台湾高雄市左營區孔營路74號,高雄,+886-7-5886937
戰魂電競培訓館,台湾高雄市806捷運獅甲站三號出口4號店鋪,高雄,
樂學兒童成長書桌椅-電競電腦桌椅-人體工學椅【楠梓門市】,811台湾高雄市楠梓區土庫路36號,高雄,
巧迪兒童成長書桌椅-人體工學椅-電競桌椅【鳥松工廠】,83346台湾高雄市鳥松區美山路100-2號,高雄,+886-7-7355817
程发电脑-客制化电竞主机,81306台湾高雄市左營區華夏路588號,高雄,
祥益科技 SY.Technology專業電腦 高雄店- 電腦組裝維修 升級 專業價格評價推薦 電競主機 周邊 水冷電腦 PTT Dcard,830台湾高雄市鳳山區林森路249-1號,高雄,
MSI高雄電競館 (MSI、ASUS、ROG、acer、Predator、HP、技嘉) 3C筆電賣場 來店前可以先電話預約,807台湾高雄市三民區建國二路109-17號,高雄,
高雄辦公家具推薦【888創意生活館-倉庫】OA屏風鐵櫃辦公椅圖櫃昇降電腦桌電競椅電腦椅推薦,1f, No. 29-3號文西街16巷鳳山區高雄市台湾830,高雄,
高雄辦公家具OA屏風推薦【Hi家居】鳳山沙發床墊-隔間系統櫥櫃-(昇降桌辦公椅電競椅鐵櫃白板會議桌裝潢)電腦椅辦公桌工廠直營大統家具,830台湾高雄市鳳山區八德路293號1F,高雄,
巧迪兒童成長書桌椅-人體工學椅-電競桌椅【渤海門市】,800台湾高雄市新興區渤海街193號,高雄,+886-7-2227189
巧迪兒童成長書桌椅-人體工學椅-電競桌椅【渤海門市】,800台湾高雄市新興區渤海街193號,高雄,+886-7-2227189
欣亚电脑量贩,台湾省高雄市三民区建国二路119号,高雄,
大江户电子竞技活动中心,台湾省高雄市三民区十全一路161号,高雄,
大锤电竞网吧(白桥路店),白桥路恒基名都南100米路东,驻马店,17596059789
异度电竞,驻马店市驿城区十三香路贝贝乐幼儿园西南侧约50米,驻马店,
布偶电竞,河南省驻马店市泌阳县泌水街道办事处碧水江南三期c标一楼7号020商铺,驻马店,19303903222
润润网吧馆,学院路皇家一里二期2号楼门面房201号,驻马店,15836622055
壹+电竞,解放路270号中段(朗陵宾馆二楼),驻马店,
青年电竞(弘兴店),河南省驻马店市驿城区文明大道1099号,驻马店,18937687778
休闲电竞,驻马店市驿城区正阳路鼎盛新城1期东北侧约30米,驻马店,
聚龙电竞,河南省驻马店市西平县解放路28号,驻马店,0396-3630988
维斯电竞馆(玖隆茂购物中心店),置地大道玖隆茂商场二楼东南角,驻马店,0396-2833336/13271757177
红蚂蚁电竞(振兴路店),人民路与振兴路交叉口东北50米,驻马店,18836013628
黑鲨电竞,河南省驻马店市驿城区G107文明大道,驻马店,
大锤电竞(学院路店),解放大道与学院路交叉口东北40米,驻马店,16692928713
维斯电竞(环球港店),天中环球港三楼,驻马店,15836771520
维斯电竞(龙耀店/黄淮学院店),文明大道与开源大道交汇处东南角置地百盛园7号楼门面房,驻马店,0396-2696665
鲸蓝电竞馆,慎阳路天地惠城底商,驻马店,19903906050
大锤电竞(正阳店),城市便捷酒店3楼,驻马店,18539667290/18903962623
战壕电竞,光明路北段运输公司家属院1层,驻马店,18003961320
繁星电竞(奥拉店),置地大道与天中山大道交叉口东北角假日名门1306号,驻马店,
漫城电竞(情缘店),天顺路骏马路588号,驻马店,
维斯电竞馆(玖隆茂购物中心店),置地大道玖隆茂商场二楼东南角,驻马店,0396-2833336/13271757177
维斯电竞馆(玖隆茂购物中心店),置地大道玖隆茂商场二楼东南角,驻马店,0396-2833336/13271757177
维斯电竞馆(甲壳虫店),驻马店市驿城区-置地大道与天中山大道交汇甲壳虫青春道商业街3F-002号,驻马店,19303909255
麦田电竞(金色置地广场店),雪松大道与文明大道交叉口西南角鑫城大厦二楼,驻马店,
四季风网吧,温州步行街6号楼2楼,驻马店,
繁星电竞(爱思店),河南省驻马店市驿城区金河街道文明大道与通达路交叉口北200米路西御锦花园小区,驻马店,0396-2810999/15286881199
摩杰网咖,交通路1119号中南阳光城东南门旁,驻马店,
新百度网咖(正阳路),正阳路城市快捷酒店三楼,驻马店,17339671598
聚星电竞,驻马店市驿城区解放大道世纪景苑,驻马店,
大锤电竞(贸易广场店),雪松路与前进路交叉口向西700米路北木材公司家属院2号楼1楼5号,驻马店,19037962010
艾特网咖,慎阳路天中第一城西苑停车场入口处,驻马店,15939672996
艾特网咖,慎阳路天中第一城西苑停车场入口处,驻马店,15939672996
繁星电竞(世纪店),河南省驻马店市驿城区解放路中影旭强激光影城-,驻马店,17633820612
雪狐网络(正乐路店),乐山路北段正乐街07号,驻马店,18739672885
大赢家电玩城,开源大道80号体育中心B2,驻马店,
BOX盒子主机游戏体验馆(玖隆茂店),CBD爱克大厦F座13楼1309室,驻马店,18338531168
摸鱼吧电玩游戏馆,天中山大道与置地大道交叉口甲壳虫14楼13A55室（九号院餐厅对面）,驻马店,17339661251/17395993092
兰博S+电竞,湖北东路477号,马鞍山,15212386131
海涛电竞网吧,安徽省马鞍山市当涂县莲涂路164号,马鞍山,18005559850
浪客电竞,印山东路533号,马鞍山,13615552022
兰博电竞(金讯店),菊园路16栋201-302室,马鞍山,15551055119/17305553631
E时代电竞馆(提署中路店),提署中路580号,马鞍山,0555-6117288
领秀网咖,霍里山大道融邦领秀国际1号南门商业街,马鞍山,13615552068
玫瑰电竞·棋牌(新天地广场店),城建路新天地广场二楼,马鞍山,0555-2223888
乐游电竞酒店,安徽省马鞍山市雨山区湖西北路418号,马鞍山,
兰博电竞(蓬莱路店),万嘉颐园三村6栋,马鞍山,18156556191
兰博电竞(绿洲花园店),绿洲花园一村22-2号,马鞍山,0555-8228663
星客电竞(大华锦绣店),大华锦绣国际6栋2楼206-210室,马鞍山,
天浪网吧,采秣路朝辉花园6栋201-202,马鞍山,18355539999
乐城网吧(财富广场店),佳山路明都财富广场1-215号二楼,马鞍山,18055519908
兰博电竞(军民路店),军民路万嘉南苑一村1村20栋2层,马鞍山,18326588335
新起点网咖(银塘中路店),银塘中路金山幼儿园南侧约180米,马鞍山,13855501313
网猫电竞(鹊桥小区店),红旗中路鹊桥小区四村13栋101室,马鞍山,13805550965
星客电竞(国际华城店),国际华城商业街1栋101-104二楼,马鞍山,19556437508
乐游电竞酒店,安徽省马鞍山市雨山区湖西北路418号,马鞍山,
鱼籽电竞,霍里山大道达观天下悦城12栋皖江工学院正对面,马鞍山,15734086398
珑猫网咖,霍里山大道北段864号866-868,马鞍山,17355524511
玫瑰电竞·网咖(映翠店),昕源佳苑12栋二层,马鞍山,18955567612
网猫电竞(雨韵阁店),慈湖河路322-324号,马鞍山,18055536866
一网打尽电竞网咖,安徽省马鞍山市和县文昌中路30号,马鞍山,15309650808
MY电竞酒店,安徽省马鞍山市雨山区红旗中路鸳鸯小区三村20栋105室,马鞍山,
矢空网咖,桃源路街道慈湖河路1119号1栋3楼,马鞍山,
玫瑰电竞·网咖(明日店),湖东北路与公园路交叉口北160米,马鞍山,18955567601
镇之洋电竞酒店(华海店),马鞍山市湖东北路华海3C城市广场3栋16层,马鞍山,
慢时空网咖(万达店),万达广场24栋105、106号,马鞍山,0555-2815111/19142555350
兰博电竞(解放路店),建设村17栋,马鞍山,18726002041
明日网吧,湖东路18号2层,马鞍山,
雨玄网咖(解放路店),解放路2号楼5楼,马鞍山,
头号玩家·Ps4·ps5·switch主机体验店,湖东南路69号,马鞍山,15205550619
网猫电竞(热浪店),安徽省马鞍山市雨山区红旗中路37号,马鞍山,18155505578
极峰电竞酒店(马鞍山高铁东站店),马鞍山市秀山大道圳秀国际金湖湾B区1号楼13层,马鞍山,
网猫电竞(地球村店),安徽省马鞍山市花山区解放路50号,马鞍山,19155534470
网猫电竞(团结路店),团结路2号二层,马鞍山,15555587521
马鞍山雨烁电竞酒店,雨山东路宝龙公寓16楼1601室,马鞍山,
THEONE电竞,马鞍山市花山区采秣路康嘉花园,马鞍山,
鸿瑞电竞,嘉陵江路178号安粮秀山城市广场4期19栋2-2室,马鞍山,19105550888
魔桀网伽(银塘店),银塘中路金山幼儿园北侧约40米（金山嘉苑一区63栋104室）,马鞍山,
